description,title,url
"<span><em>Nepal Travel</em> guide. Featuring things to do in Nepal - sightseeing, history and culture, shopping, places to eat, travel tips &amp; reviews from Australia's most ...</span>",Nepal - Travel - The Telegraph,https://www.telegraph.co.uk/travel/destinations/asia/nepal/
"<span><em>Nepal Travel</em> guide. Featuring things to do in Nepal - sightseeing, history and culture, shopping, places to eat, travel tips &amp; reviews from Australia's most ...</span>",Sustainable Travel Guide: Nepal | Nepal Travel Guide,https://yugenearthside.com/2021/08/03/sustainable-travel-guide-nepal/
"<span><em>Nepal Travel</em> guide. Featuring things to do in Nepal - sightseeing, history and culture, shopping, places to eat, travel tips &amp; reviews from Australia's most ...</span>","Travel health insurance Nepal, travel insurance Nepal covid ...",https://www.americanvisitorinsurance.com/nepal/
"<span><em>Nepal Travel</em> guide. Featuring things to do in Nepal - sightseeing, history and culture, shopping, places to eat, travel tips &amp; reviews from Australia's most ...</span>",Tharu tribe dominated village along Indo-Nepal border to be ...,https://www.hindustantimes.com/lifestyle/travel/village-along-indo-nepal-border-to-be-developed-as-tourism-spot-101626946833574.html
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Home || United Insurance Company (Nepal) Ltd,https://www.unitedinsurance.com.np/
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>","COVID-19: Nepal expands travel ban to Europe, Mideast",https://www.aa.com.tr/en/asia-pacific/covid-19-nepal-expands-travel-ban-to-europe-mideast/1770580
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Travel Insurance for Nepal from India - TATA AIG,https://www.tataaig.com/travel-insurance/travel-insurance-nepal
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Nepal Travel Agency | Adventure Holiday Tour & Trek in ...,https://www.plannepal.com/
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Travel Requirements | Qatar Airways,https://www.qatarairways.com/en/travel-alerts/requirements.html
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Travelling to Nepal after Coronavirus | Nepal Travel Advice,https://highlandexpeditions.com/travelling-to-nepal-after-cornavirus/
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Practical information - Nepal Travel Guide | Kandoo Adventures,https://www.kandooadventures.com/destination-nepal/guide/practical-information
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Nepal holidays | Travel | The Guardian,https://www.theguardian.com/travel/nepal
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Official Website of Visit Nepal Year 2020,https://visitnepal2020.com/
"<span>(<em>Nepal</em>) Limited, Insurance in <em>Nepal</em>, Insurance Policies, Accidental Insurance, ... Motor Insurance, Theft Burglary Insurance, <em>Travel</em> Medical Insurance, ...</span>",Coronavirus in Nepal | Nepal Travel Advisory | News & Events,https://www.itournepal.com/news/21/coronavirus-travel-advisory-for-nepal
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,"Nepal Travels, Best Airfares to Nepal, Flights to Nepal, Tickets ...",https://www.nepaltravelsonline.com/
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,One Week In: Nepal - Klook Travel Blog,https://www.klook.com/blog/one-week-in-nepal/
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Travel advice for Nepal,https://www.eda.admin.ch/countries/nepal/en/home/travel-advice/current-situation.html
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Why is Nepal trying to ban women from travelling? | Euronews,https://www.euronews.com/travel/2021/02/18/why-is-nepal-trying-to-ban-women-from-travelling
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Next Nepal Reopening For Tourism And Visa Services Restored,https://www.traveloffpath.com/nepal-reopening-for-tourism-everything-you-need-to-know/
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Department Of Passport ::. Nepal,https://nepalpassport.gov.np/
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Travel Nepal - Organize your holidays and trekking with ...,https://www.shantitravel.com/en/trekking-nepal
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Travel to the EU from Nepal - European External Action Service,https://eeas.europa.eu/delegations/nepal_en/1592/Travel%20to%20the%20EU%20from%20Nepal
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,Ultimate Nepal Travel Guide: Everything to Know for your ...,https://www.twowanderingsoles.com/blog/nepal-travel-guide
<span><em>Nepal</em> Travels specializes in providing discounted airfares to <em>Nepal</em> from the United States and Canada. ... Round <em>Trip</em>. * Required Information.</span>,My First Travel Experience in Nepal - WanderWisdom,https://wanderwisdom.com/travelogue/My-First-Travel-Experience-in-Nepal
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal Bank | Home,https://www.nepalbank.com.np/
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Keralite who got stuck in Nepal gets chance to visit ...,https://english.mathrubhumi.com/travel/travel-blog/keralite-who-got-stuck-in-nepal-gets-chance-to-visit-kuttimama-s-house-from-yodha-movie-nepal-travel-yodha-movie-1.5889071
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal Travel Tips - A Nepal travel guide for first time visitors,https://www.davestravelpages.com/nepal-travel-tips
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal Travel Guide | Moon & Honey Travel,https://www.moonhoneytravel.com/asia/nepal/
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal travel distance between cities (km) - Humanitarian Data ...,https://data.humdata.org/dataset/nepal-travel-distance-between-cities-km
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Impact of COVID-19 on tourism in Nepal | Journal of Travel ...,https://academic.oup.com/jtm/article/27/6/taaa105/5868304
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",The Ultimate 2 Week Nepal Itinerary: A Round Trip from ...,https://thetravelista.net/2018/04/25/2-week-nepal-itinerary/
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Travel to Nepal with a Custom Travel Package | Myths and ...,https://mythsandmountains.com/countries/nepal/
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal Tourism And Travel Guide (2021) - TripCrafters,https://www.tripcrafters.com/travel/nepal-tourism-and-travel-guide
"<span><em>Nepal travel</em> Yodha movie, Keralite who got stuck in Nepal gets chance to visit Kuttimama's house from 'Yodha' movie, Travel Blog | Travel ...</span>",Nepal Consulate | Honorary Consulate General of Nepal ...,http://www.nepalconsulate.org.au/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES ...,https://doh.gov.ph/press-release/DOH-INTENSIFIED-BIOSURVEILLANCE-REINFORCES-NEED-FOR-STRICTER-BORDER-CONTROL-EXPANDS-TRAVEL-RESTRICTIONS-TO-PAKISTAN-BANGLADESH-NEPAL-AND-SRI-LANKA
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>","Nepal Travel, Trekking, Tours Information and provides tips on ...",https://www.visitnepal.com/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",The Perfect 3 Week Travel Itinerary in Nepal - Bookmundi,https://www.bookmundi.com/blog/the-perfect-3-week-travel-itinerary-in-nepal/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",16 Very Best Places To Visit In Nepal - Hand Luggage Only ...,https://handluggageonly.co.uk/2018/04/13/16-of-the-very-best-things-to-see-in-nepal/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",Organise your trip to Nepal in 7 steps - eDreams Travel Blog,https://www.edreams.com/blog/organise-trip-nepal/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",Temporary Protected Status | USCIS,https://www.uscis.gov/humanitarian/temporary-protected-status
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",Nepal Travels & Expedition Pvt.Ltd | Tours and Travels ...,https://www.nepaltravels.com/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",Top places to visit in Nepal | Travel Nation,https://www.travelnation.co.uk/blog/small-and-surprising-my-top-places-to-visit-in-nepal
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",Trekking in Nepal | Small Groups Trek Company for Everest ...,https://www.nepalfootprintholiday.com/
"<span>DOH: INTENSIFIED BIOSURVEILLANCE REINFORCES NEED FOR STRICTER BORDER CONTROL; EXPANDS <em>TRAVEL</em> RESTRICTIONS TO PAKISTAN, BANGLADESH, <em>NEPAL</em>, ...</span>",More Than Mountains: The Ultimate Nepal Travel Guide ...,https://thriftynomads.com/nepal-travel-guide/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Travel requirements by destination | COVID-19 information ...,https://www.emirates.com/english/help/covid-19/travel-requirements-by-destination/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Travel Nepal | Advice and inspiration for Nepal Travel,https://travelnepal.com/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>","Ya Nepal Travels | Simplifying Your Travel | Travel, Tours, Treks",https://yanepaltravels.com/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>","Emirates airline updates rules for travel from India, Nepal ...",https://gulfnews.com/business/aviation/emirates-airline-updates-rules-for-travel-from-india-nepal-nigeria-pakistan-sri-lanka-and-uganda-1.1628081337271
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",British Gurkhas Nepal | The British Army,https://www.army.mod.uk/who-we-are/corps-regiments-and-units/brigade-of-gurkhas/british-gurkhas-nepal/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Nepal's No. 1 Experiential Tour & Trekking Operator 2021 ...,https://himalayancircuit.com/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Nepal reopens international flights | TTR Weekly,https://www.ttrweekly.com/site/2021/05/nepal-reopens-international-flights/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Trekking Agency In Nepal | Epic Of Many Hiking Companies,https://nepalgram.com/
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Nepal Travel Tips - EuroMenTravel,https://euromentravel.com/travel-tips/adventure-outdoor/nepal-travel-tips
"<span>Check back frequently for the latest COVID-19 <em>travel</em> and specific testing requirements for your destination, including any stops for connecting flights.</span>",Travel Guidelines for Sharjah | Air Arabia,https://www.airarabia.com/en/travel-guidelines-sharjah
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>","17 Places to Visit in Nepal,Popular Tourist Places In Nepal ...",https://www.tourtravelworld.com/blog/17-best-places-to-visit-in-nepal-before-you-die.htm
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",Getaway Nepal Adventure: Nepal Tour | Trekking Holidays,https://www.getawaynepal.com/
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",What To Pack For Nepal | Packing List With 46 Things To ...,https://www.traveltomtom.net/destinations/asia/nepal/what-to-pack-for-nepal-packing-list
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",eSewa,https://esewa.com.np/
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",Nepal closes land ports and suspends travel visas to combat ...,https://dailyhive.com/mapped/nepal-suspends-travel-visas-coronavirus
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>","Nepal Tour Package - Nepal Package Tour Itinerary, Best Price",https://www.nepalpackagetour.com/
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",Travel Advisory (Covid-19): Information on Visa and Travel ...,https://www.vfsglobal.com/en/individuals/covid-19-customer-advisories.html
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",Heathrow & Gatwick: Latest Foreign Office travel advice for ...,https://www.mylondon.news/lifestyle/travel/heathrow--gatwick-latest-foreign-21270504
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>","COVID-19 travel: Full list of updated green, amber and red ...",https://news.sky.com/story/full-list-of-updated-green-amber-and-red-countries-and-the-rules-when-you-travel-12372869
"<span>Places to Visit in <em>Nepal</em> - Here are the list of popular <em>tourist</em> places and <em>travel</em> destinations in <em>Nepal</em> like Bhaktapur,Shivapuri Nagarjun ...</span>",Drukair- Royal Bhutan Airlines,https://www.drukair.com.bt/
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,"UK travel: Which countries are on the red, amber and green ...",https://www.standard.co.uk/news/uk/travel-green-list-countries-announced-what-time-holidays-b933732.html
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Korean Air - Book your flight ticket with Korea's No.1 airline ...,https://www.koreanair.com/us/en
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,UAE residents in Pakistan no longer need Covid-19 ... - Dawn,https://www.dawn.com/news/1639871/uae-residents-in-pakistan-no-longer-need-covid-19-vaccination-certificate-to-travel-to-dubai-airline
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,China and Nepal trustworthy friends; No change in one-China ...,https://www.globaltimes.cn/page/202108/1231296.shtml
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,"August EU Travel Restrictions, Covid-19 Test Requirements ...",https://www.forbes.com/sites/alexledsom/2021/08/05/august-eu-travel-restrictions-covid-19-test-requirements-quarantine-by-country/
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Exploring Nepal in 7 days- What to do? - Travel Gecko Nepal,https://travelgeckonepal.com/exploring-nepal-in-7-days-what-to-do/
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Nepal Rastra Bank,https://www.nrb.org.np/
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Visit Nepal,https://www.visit-nepal.net/
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Climate Change Impacts on Health and Livelihoods: Nepal ...,https://reliefweb.int/report/nepal/climate-change-impacts-health-and-livelihoods-nepal-assessment
<span>Everything you need to know about the latest <em>travel</em> announcements. ... <em>Nepal</em>. Oman. Pakistan. Panama. Paraguay. Peru. Philippines.</span>,Lockdown extended again in Nepal's Kathmandu Valley ...,http://www.xinhuanet.com/english/2021-08/13/c_1310125112.htm
